,Movie_Title,Distributor,Domestic_Total_Gross,Budget,Runtime(mins),Rating,Release_Date,Genre
923,K,Universal Pictures,50338485,68000000,,PG-13,2001-10-26,"Drama, Sci-Fi"
924,From Hell,Twentieth Century Fox,31602566,35000000,122,R,2001-10-19,"Horror, Mystery, Thriller"
925,Training Day,Warner Bros.,76631907,,122,R,2001-10-05,"Crime, Drama, Thriller"
926,Training Day,Warner Bros.,76631907,,122,R,2001-10-05,"Crime, Drama, Thriller"
927,Don't Say a Word,Twentieth Century Fox,55001642,50000000,113,R,2001-09-28,"Drama, Mystery, Thriller"
928,Hardball,Paramount Pictures,40222729,32000000,106,PG-13,2001-09-14,"Drama, Sport"
929,Hardball,Paramount Pictures,40222729,32000000,106,PG-13,2001-09-14,"Drama, Sport"
930,The Musketeer,Universal Pictures,27073640,40000000,104,PG-13,2001-09-07,"Action, Adventure, Romance"
931,Jeepers Creepers,United Artists,37904175,10000000,90,R,2001-08-31,"Horror, Mystery"
932,American Pie 2,Universal Pictures,145103595,30000000,108,R,2001-08-10,Comedy
933,American Pie 2,Universal Pictures,145103595,30000000,108,R,2001-08-10,Comedy
934,American Pie 2,Universal Pictures,145103595,30000000,108,R,2001-08-10,Comedy
935,Rush Hour 2,New Line Cinema,226164286,90000000,90,PG-13,2001-08-03,"Action, Comedy, Crime, Thriller"
936,Planet of the Apes,Twentieth Century Fox,180011740,100000000,119,PG-13,2001-07-27,"Action, Adventure, Sci-Fi, Thriller"
937,Jurassic Park III,Universal Pictures,181171875,93000000,92,PG-13,2001-07-18,"Action, Adventure, Sci-Fi, Thriller"
938,Legally Blonde,Metro-Goldwyn-Mayer (MGM),96520674,18000000,96,,2001-07-13,"Comedy, Romance"
939,Cats & Dogs,Warner Bros.,93385515,60000000,87,PG,2001-07-04,"Action, Comedy, Family, Fantasy"
940,A.I. Artificial Intelligence,Warner Bros.,78616689,100000000,146,PG-13,2001-06-29,"Drama, Sci-Fi"
941,The Fast and the Furious,Universal Pictures,144533925,38000000,106,PG-13,2001-06-22,"Action, Crime, Thriller"
942,Lara Croft: Tomb Raider,Paramount Pictures,131168070,115000000,100,PG-13,2001-06-15,"Action, Adventure, Fantasy, Thriller"
943,Swordfish,Warner Bros.,69772969,102000000,99,R,2001-06-08,"Action, Crime, Thriller"
944,Pearl Harbor,Walt Disney Studios Motion Pictures,198542554,140000000,183,PG-13,2001-05-25,"Action, Drama, History, Romance, War"
945,Pearl Harbor,Walt Disney Studios Motion Pictures,198542554,140000000,183,PG-13,2001-05-25,"Action, Drama, History, Romance, War"
946,Shrek,DreamWorks Distribution,267665011,60000000,90,PG,2001-05-16,"Adventure, Animation, Comedy, Family, Fantasy"
947,The Mummy Returns,Universal Pictures,202019785,98000000,130,PG-13,2001-05-04,"Action, Adventure, Fantasy, Thriller"
948,The Mummy Returns,Universal Pictures,202019785,98000000,130,PG-13,2001-05-04,"Action, Adventure, Fantasy, Thriller"
949,Driven,Warner Bros.,32720065,94000000,116,PG-13,2001-04-27,"Action, Drama, Sport"
950,Bridget Jones's Diary,Miramax,71543427,25000000,97,R,2001-04-13,"Comedy, Drama, Romance"
951,Spy Kids,Miramax,112719001,35000000,88,PG,2001-03-30,"Action, Adventure, Comedy, Family, Sci-Fi"
952,Spy Kids,Miramax,112719001,35000000,88,PG,2001-03-30,"Action, Adventure, Comedy, Family, Sci-Fi"
953,Spy Kids,Miramax,112719001,35000000,88,PG,2001-03-30,"Action, Adventure, Comedy, Family, Sci-Fi"
954,Heartbreakers,Metro-Goldwyn-Mayer (MGM),40336607,35000000,123,PG-13,2001-03-23,"Comedy, Crime, Romance"
955,Exit Wounds,Warner Bros.,51758599,50000000,101,R,2001-03-16,"Action, Crime, Thriller"
956,The Mexican,DreamWorks Distribution,66845033,57000000,123,R,2001-03-02,"Adventure, Comedy, Crime, Romance"
957,The Mexican,DreamWorks Distribution,66845033,57000000,123,R,2001-03-02,"Adventure, Comedy, Crime, Romance"
958,Hannibal,Metro-Goldwyn-Mayer (MGM),165092268,87000000,131,R,2001-02-09,"Crime, Drama, Thriller"
959,Hannibal,Metro-Goldwyn-Mayer (MGM),165092268,87000000,131,R,2001-02-09,"Crime, Drama, Thriller"
960,Hannibal,Metro-Goldwyn-Mayer (MGM),165092268,87000000,131,R,2001-02-09,"Crime, Drama, Thriller"
961,The Wedding Planner,Sony Pictures Releasing,60400856,35000000,103,PG-13,2001-01-26,"Comedy, Romance"
962,The Wedding Planner,Sony Pictures Releasing,60400856,35000000,103,PG-13,2001-01-26,"Comedy, Romance"
963,Save the Last Dance,Paramount Pictures,91057006,,112,PG-13,2001-01-12,"Drama, Music, Romance"
964,Save the Last Dance,Paramount Pictures,91057006,,112,PG-13,2001-01-12,"Drama, Music, Romance"
965,Cast Away,Twentieth Century Fox,233632142,90000000,143,PG-13,2000-12-22,"Adventure, Drama, Romance"
966,Cast Away,Twentieth Century Fox,233632142,90000000,143,PG-13,2000-12-22,"Adventure, Drama, Romance"
967,Cast Away,Twentieth Century Fox,233632142,90000000,143,PG-13,2000-12-22,"Adventure, Drama, Romance"
968,What Women Want,Paramount Pictures,182811707,70000000,127,PG-13,2000-12-15,"Comedy, Fantasy, Romance"
969,How the Grinch Stole Christmas,Universal Pictures,260044825,123000000,104,PG,2000-11-17,"Comedy, Family, Fantasy"
970,How the Grinch Stole Christmas,Universal Pictures,260044825,123000000,104,PG,2000-11-17,"Comedy, Family, Fantasy"
971,How the Grinch Stole Christmas,Universal Pictures,260044825,123000000,104,PG,2000-11-17,"Comedy, Family, Fantasy"
972,How the Grinch Stole Christmas,Universal Pictures,260044825,123000000,104,PG,2000-11-17,"Comedy, Family, Fantasy"
973,Charlie's Angels,Sony Pictures Releasing,125305545,93000000,98,PG-13,2000-11-03,"Action, Adventure, Comedy, Crime, Thriller"
974,Charlie's Angels,Sony Pictures Releasing,125305545,93000000,98,PG-13,2000-11-03,"Action, Adventure, Comedy, Crime, Thriller"
975,Meet the Parents,Universal Pictures,166244045,55000000,108,PG-13,2000-10-06,"Comedy, Romance"
976,Meet the Parents,Universal Pictures,166244045,55000000,108,PG-13,2000-10-06,"Comedy, Romance"
977,Meet the Parents,Universal Pictures,166244045,55000000,108,PG-13,2000-10-06,"Comedy, Romance"
978,Meet the Parents,Universal Pictures,166244045,55000000,108,PG-13,2000-10-06,"Comedy, Romance"
979,Remember the Titans,Walt Disney Studios Motion Pictures,115654751,30000000,113,PG,2000-09-29,"Biography, Drama, Sport"
980,The Exorcist 2000 Director's Cut,Warner Bros.,39671011,11000000,122,R,2000-09-22,Horror
981,The Watcher,Universal Pictures,28946615,30000000,97,R,2000-09-08,"Crime, Drama, Mystery, Thriller"
982,The Watcher,Universal Pictures,28946615,30000000,97,R,2000-09-08,"Crime, Drama, Mystery, Thriller"
983,Bring It On,Universal Pictures,68379000,11000000,98,PG-13,2000-08-25,"Comedy, Romance, Sport"
984,Bring It On,Universal Pictures,68379000,11000000,98,PG-13,2000-08-25,"Comedy, Romance, Sport"
985,The Cell,New Line Cinema,61334059,33000000,107,R,2000-08-18,"Horror, Sci-Fi, Thriller"
986,Hollow Man,Sony Pictures Releasing,73209340,95000000,112,R,2000-08-04,"Action, Horror, Sci-Fi, Thriller"
987,Hollow Man,Sony Pictures Releasing,73209340,95000000,112,R,2000-08-04,"Action, Horror, Sci-Fi, Thriller"
988,Nutty Professor II: The Klumps,Universal Pictures,123309890,84000000,106,PG-13,2000-07-28,"Comedy, Romance, Sci-Fi"
989,What Lies Beneath,DreamWorks Distribution,155464351,100000000,130,PG-13,2000-07-21,"Drama, Fantasy, Horror, Mystery, Thriller"
990,X,Twentieth Century Fox,157299718,75000000,104,PG-13,2000-07-14,"Action, Adventure, Sci-Fi"
991,Scary Movie,Miramax,157019771,19000000,88,R,2000-07-07,Comedy
992,The Perfect Storm,Warner Bros.,182618434,140000000,130,PG-13,2000-06-30,"Action, Adventure, Drama, Thriller"
993,"Me, Myself & Irene",Twentieth Century Fox,90570999,51000000,116,R,2000-06-23,Comedy
994,Shaft,Paramount Pictures,70334258,46000000,99,R,2000-06-16,"Action, Crime, Thriller"
995,Gone in 60 Seconds,Walt Disney Studios Motion Pictures,101648571,90000000,118,PG-13,2000-06-09,"Action, Crime, Thriller"
996,Mission: Impossible II,Paramount Pictures,215409889,125000000,123,PG-13,2000-05-24,"Action, Adventure, Thriller"
997,Mission: Impossible II,Paramount Pictures,215409889,125000000,123,PG-13,2000-05-24,"Action, Adventure, Thriller"
998,Dinosaur,Walt Disney Studios Motion Pictures,137748063,127500000,82,PG,2000-05-19,"Adventure, Animation, Family, Thriller"
999,Gladiator,DreamWorks Distribution,187705427,103000000,155,R,2000-05-05,"Action, Adventure, Drama"
1000,Gladiator,DreamWorks Distribution,187705427,103000000,155,R,2000-05-05,"Action, Adventure, Drama"
1001,U,Universal Pictures,77122415,62000000,116,PG-13,2000-04-21,"Action, War"
1002,U,Universal Pictures,77122415,62000000,116,PG-13,2000-04-21,"Action, War"
1003,Rules of Engagement,Paramount Pictures,61335230,60000000,128,R,2000-04-07,"Drama, Thriller, War"
1004,Rules of Engagement,Paramount Pictures,61335230,60000000,128,R,2000-04-07,"Drama, Thriller, War"
1005,Erin Brockovich,Universal Pictures,125595205,52000000,131,R,2000-03-17,"Biography, Drama"
1006,Erin Brockovich,Universal Pictures,125595205,52000000,131,R,2000-03-17,"Biography, Drama"
1007,Erin Brockovich,Universal Pictures,125595205,52000000,131,R,2000-03-17,"Biography, Drama"
1008,Mission to Mars,Walt Disney Studios Motion Pictures,60883407,100000000,114,PG,2000-03-10,"Adventure, Sci-Fi, Thriller"
1009,The Whole Nine Yards,Warner Bros.,57262492,41300000,98,,2000-02-18,"Comedy, Crime"
1010,The Whole Nine Yards,Warner Bros.,57262492,41300000,98,,2000-02-18,"Comedy, Crime"
1011,The Whole Nine Yards,Warner Bros.,57262492,41300000,98,,2000-02-18,"Comedy, Crime"
1012,Scream 3,Dimension Films,89143175,40000000,116,R,2000-02-04,"Horror, Mystery"
1013,Scream 3,Dimension Films,89143175,40000000,116,R,2000-02-04,"Horror, Mystery"
1014,Eye of the Beholder,Destination Films,16500786,35000000,109,R,2000-01-28,"Drama, Mystery, Thriller"
1015,Next Friday,New Line Cinema,57328603,11000000,98,R,2000-01-12,Comedy
1016,Next Friday,New Line Cinema,57328603,11000000,98,R,2000-01-12,Comedy
1017,Stuart Little,Sony Pictures Releasing,140035367,133000000,84,PG,1999-12-17,"Adventure, Comedy, Family, Fantasy"
