Movie_Title,Budgets
"<a href=""/movie/Scooby-Doo#tab=summary"">Scooby-Doo</a>","$84,000,000"
"<a href=""/movie/Nutty-Professor-II-The-Klumps#tab=summary"">Nutty Professor II: The Klumps</a>","$84,000,000"
"<a href=""/movie/RED-2#tab=summary"">RED 2</a>","$84,000,000"
"<a href=""/movie/Click#tab=summary"">Click</a>","$82,500,000"
"<a href=""/movie/Charlottes-Web#tab=summary"">Charlotte's Web</a>","$82,500,000"
"<a href=""/movie/Jumper#tab=summary"">Jumper</a>","$82,500,000"
"<a href=""/movie/Hellboy-2-The-Golden-Army#tab=summary"">Hellboy II: The Golden Army</a>","$82,500,000"
"<a href=""/movie/Longest-Yard-The-(2005)#tab=summary"">The Longest Yard</a>","$82,000,000"
"<a href=""/movie/Expendables-The#tab=summary"">The Expendables</a>","$82,000,000"
"<a href=""/movie/6th-Day-The#tab=summary"">The 6th Day</a>","$82,000,000"
"<a href=""/movie/Call-of-the-Wild-(2020)#tab=summary"">Call of the Wild</a>","$82,000,000"
"<a href=""/movie/Bruce-Almighty#tab=summary"">Bruce Almighty</a>","$81,000,000"
"<a href=""/movie/Hunger-Games-The#tab=summary"">The Hunger Games</a>","$80,000,000"
"<a href=""/movie/Hangover-Part-II-The#tab=summary"">The Hangover Part II</a>","$80,000,000"
"<a href=""/movie/Mission-Impossible#tab=summary"">Mission: Impossible</a>","$80,000,000"
"<a href=""/movie/Lego-Batman-Movie-The#tab=summary"">The Lego Batman Movie</a>","$80,000,000"
"<a href=""/movie/Hotel-Transylvania-2#tab=summary"">Hotel Transylvania 2</a>","$80,000,000"
"<a href=""/movie/Batman-Returns#tab=summary"">Batman Returns</a>","$80,000,000"
"<a href=""/movie/Secret-Life-of-Pets-2-The-(2019)#tab=summary"">The Secret Life of Pets 2</a>","$80,000,000"
"<a href=""/movie/Mummy-The-(1999)#tab=summary"">The Mummy</a>","$80,000,000"
"<a href=""/movie/Over-the-Hedge#tab=summary"">Over the Hedge</a>","$80,000,000"
"<a href=""/movie/Lilo-and-Stitch#tab=summary"">Lilo &amp; Stitch</a>","$80,000,000"
"<a href=""/movie/Deep-Impact#tab=summary"">Deep Impact</a>","$80,000,000"
"<a href=""/movie/Grown-Ups-2#tab=summary"">Grown Ups 2</a>","$80,000,000"
"<a href=""/movie/Alvin-and-the-Chipmunks-Chipwrecked#tab=summary"">Alvin and the Chipmunks: Chipwrecked</a>","$80,000,000"
"<a href=""/movie/Get-Smart#tab=summary"">Get Smart</a>","$80,000,000"
"<a href=""/movie/Robots#tab=summary"">Robots</a>","$80,000,000"
"<a href=""/movie/Shutter-Island#tab=summary"">Shutter Island</a>","$80,000,000"
"<a href=""/movie/Somethings-Gotta-Give#tab=summary"">Something's Gotta Give</a>","$80,000,000"
"<a href=""/movie/Four-Christmases#tab=summary"">Four Christmases</a>","$80,000,000"
"<a href=""/movie/Face-Off#tab=summary"">Face/Off</a>","$80,000,000"
"<a href=""/movie/Bedtime-Stories#tab=summary"">Bedtime Stories</a>","$80,000,000"
"<a href=""/movie/Road-to-Perdition#tab=summary"">Road to Perdition</a>","$80,000,000"
"<a href=""/movie/Just-Go-With-It#tab=summary"">Just Go With It</a>","$80,000,000"
"<a href=""/movie/Daredevil#tab=summary"">Daredevil</a>","$80,000,000"
"<a href=""/movie/Eagle-Eye#tab=summary"">Eagle Eye</a>","$80,000,000"
"<a href=""/movie/Con-Air#tab=summary"">Con Air</a>","$80,000,000"
"<a href=""/movie/Yogi-Bear#tab=summary"">Yogi Bear</a>","$80,000,000"
"<a href=""/movie/Cold-Mountain#tab=summary"">Cold Mountain</a>","$80,000,000"
"<a href=""/movie/Book-of-Eli-The#tab=summary"">The Book of Eli</a>","$80,000,000"
"<a href=""/movie/Flubber#tab=summary"">Flubber</a>","$80,000,000"
"<a href=""/movie/Haunting-The#tab=summary"">The Haunting</a>","$80,000,000"
"<a href=""/movie/Space-Jam#tab=summary"">Space Jam</a>","$80,000,000"
"<a href=""/movie/Fury-(2014)#tab=summary"">Fury</a>","$80,000,000"
"<a href=""/movie/Smallfoot-(2018)#tab=summary"">Smallfoot</a>","$80,000,000"
"<a href=""/movie/Pink-Panther-The-(2006)#tab=summary"">The Pink Panther</a>","$80,000,000"
"<a href=""/movie/Zookeeper#tab=summary"">Zookeeper</a>","$80,000,000"
"<a href=""/movie/Day-the-Earth-Stood-Still-The#tab=summary"">The Day the Earth Stood Still</a>","$80,000,000"
"<a href=""/movie/Conspiracy-Theory#tab=summary"">Conspiracy Theory</a>","$80,000,000"
"<a href=""/movie/Six-Days-Seven-Nights#tab=summary"">Six Days, Seven Nights</a>","$80,000,000"
"<a href=""/movie/Spirit-Stallion-of-the-Cimarron#tab=summary"">Spirit: Stallion of the Cimarron</a>","$80,000,000"
"<a href=""/movie/Swordfish#tab=summary"">Swordfish</a>","$80,000,000"
"<a href=""/movie/Fantasia-2000-(Theatrical-Release)#tab=summary"">Fantasia 2000 (Theatrical Release)</a>","$80,000,000"
"<a href=""/movie/Lost-In-Space#tab=summary"">Lost In Space</a>","$80,000,000"
"<a href=""/movie/Manchurian-Candidate-The-(2004)#tab=summary"">The Manchurian Candidate</a>","$80,000,000"
"<a href=""/movie/Deja-Vu-(2006)#tab=summary"">DÃ©jÃ  Vu</a>","$80,000,000"
"<a href=""/movie/Bewitched#tab=summary"">Bewitched</a>","$80,000,000"
"<a href=""/movie/Time-Machine-The#tab=summary"">The Time Machine</a>","$80,000,000"
"<a href=""/movie/What-Dreams-May-Come#tab=summary"">What Dreams May Come</a>","$80,000,000"
"<a href=""/movie/Mighty-Joe-Young#tab=summary"">Mighty Joe Young</a>","$80,000,000"
"<a href=""/movie/Ad-Astra-(2019)#tab=summary"">Ad Astra</a>","$80,000,000"
"<a href=""/movie/Legend-of-Zorro-The#tab=summary"">The Legend of Zorro</a>","$80,000,000"
"<a href=""/movie/Little-Nicky#tab=summary"">Little Nicky</a>","$80,000,000"
"<a href=""/movie/Surrogates-The#tab=summary"">Surrogates</a>","$80,000,000"
"<a href=""/movie/Evolution-(2001)#tab=summary"">Evolution</a>","$80,000,000"
"<a href=""/movie/Brothers-Grimm-The#tab=summary"">The Brothers Grimm</a>","$80,000,000"
"<a href=""/movie/Mars-Attacks#tab=summary"">Mars Attacks!</a>","$80,000,000"
"<a href=""/movie/Wild-The#tab=summary"">The Wild</a>","$80,000,000"
"<a href=""/movie/Walking-with-Dinosaurs#tab=summary"">Walking with Dinosaurs</a>","$80,000,000"
"<a href=""/movie/Thirteen-Days#tab=summary"">Thirteen Days</a>","$80,000,000"
"<a href=""/movie/Daylight-(1996)#tab=summary"">Daylight</a>","$80,000,000"
"<a href=""/movie/Last-Witch-Hunter-The#tab=summary"">The Last Witch Hunter</a>","$80,000,000"
"<a href=""/movie/Pompeii#tab=summary"">Pompeii</a>","$80,000,000"
"<a href=""/movie/Battlefield-Earth-A-Saga-of-the-Year-3000#tab=summary"">Battlefield Earth: A Saga of the Year 3000</a>","$80,000,000"
"<a href=""/movie/Looney-Tunes-Back-in-Action#tab=summary"">Looney Tunes: Back in Action</a>","$80,000,000"
"<a href=""/movie/Nine#tab=summary"">Nine</a>","$80,000,000"
"<a href=""/movie/Timeline#tab=summary"">Timeline</a>","$80,000,000"
"<a href=""/movie/Oceans#tab=summary"">Oceans</a>","$80,000,000"
"<a href=""/movie/Babe-Pig-in-the-City#tab=summary"">Babe: Pig in the City</a>","$80,000,000"
"<a href=""/movie/Postman-The#tab=summary"">The Postman</a>","$80,000,000"
"<a href=""/movie/Red-Planet#tab=summary"">Red Planet</a>","$80,000,000"
"<a href=""/movie/Arthur-et-les-Minimoys#tab=summary"">Arthur et les Minimoys</a>","$80,000,000"
"<a href=""/movie/Invasion-The#tab=summary"">The Invasion</a>","$80,000,000"
"<a href=""/movie/Sound-of-Thunder-A#tab=summary"">A Sound of Thunder</a>","$80,000,000"
"<a href=""/movie/Aeronauts-The-(UK)-(2019)#tab=summary"">The Aeronauts</a>","$80,000,000"
"<a href=""/movie/Lion-King-The#tab=summary"">The Lion King</a>","$79,300,000"
"<a href=""/movie/Journey-2-Mysterious-Island#tab=summary"">Journey 2: The Mysterious Island</a>","$79,000,000"
"<a href=""/movie/Jack-and-Jill#tab=summary"">Jack and Jill</a>","$79,000,000"
"<a href=""/movie/Beautiful-Mind-A#tab=summary"">A Beautiful Mind</a>","$78,000,000"
"<a href=""/movie/Cloudy-with-a-Chance-of-Meatballs-2#tab=summary"">Cloudy with a Chance of Meatballs 2</a>","$78,000,000"
"<a href=""/movie/Red-Dragon#tab=summary"">Red Dragon</a>","$78,000,000"
"<a href=""/movie/Hidalgo#tab=summary"">Hidalgo</a>","$78,000,000"
"<a href=""/movie/League-of-Extraordinary-Gentlemen-The#tab=summary"">The League of Extraordinary Gentlemen</a>","$78,000,000"
"<a href=""/movie/Exorcist-The-Beginning#tab=summary"">Exorcist: The Beginning</a>","$78,000,000"
"<a href=""/movie/Asterix-et-Obelix-Au-service-de-Sa-Majeste#tab=summary"">AstÃ©rix et ObÃ©lix: Au service de Sa MajestÃ© </a>","$77,600,000"
"<a href=""/movie/Little-Prince-The-(France)#tab=summary"">The Little Prince</a>","$77,500,000"
"<a href=""/movie/Renegades-(2017)#tab=summary"">Renegades</a>","$77,500,000"
"<a href=""/movie/Equalizer-2-The#tab=summary"">The Equalizer 2</a>","$77,000,000"
"<a href=""/movie/Despicable-Me-2#tab=summary"">Despicable Me 2</a>","$76,000,000"
"<a href=""/movie/2-Fast-2-Furious#tab=summary"">2 Fast 2 Furious</a>","$76,000,000"
"<a href=""/movie/Children-of-Men#tab=summary"">Children of Men</a>","$76,000,000"
"<a href=""/movie/Adventures-of-Rocky-and-Bullwinkle-The#tab=summary"">The Adventures of Rocky &amp; Bullwinkle</a>","$76,000,000"
"<a href=""/movie/Secret-Life-of-Pets-The#tab=summary"">The Secret Life of Pets</a>","$75,000,000"
"<a href=""/movie/Independence-Day#tab=summary"">Independence Day</a>","$75,000,000"
"<a href=""/movie/Dr-Seuss-The-Grinch-(2018)#tab=summary"">Dr. Seussâ The Grinch</a>","$75,000,000"
"<a href=""/movie/Sing-(2016)#tab=summary"">Sing</a>","$75,000,000"
"<a href=""/movie/Despicable-Me-3#tab=summary"">Despicable Me 3</a>","$75,000,000"
"<a href=""/movie/Lost-World-Jurassic-Park#tab=summary"">The Lost World: Jurassic Park</a>","$75,000,000"
"<a href=""/movie/Ice-Age-The-Meltdown#tab=summary"">Ice Age: The Meltdown</a>","$75,000,000"
"<a href=""/movie/Madagascar#tab=summary"">Madagascar</a>","$75,000,000"
"<a href=""/movie/Grown-Ups#tab=summary"">Grown Ups</a>","$75,000,000"
"<a href=""/movie/Shark-Tale#tab=summary"">Shark Tale</a>","$75,000,000"
"<a href=""/movie/X-Men#tab=summary"">X-Men</a>","$75,000,000"
"<a href=""/movie/Wanted-(2008)#tab=summary"">Wanted</a>","$75,000,000"
"<a href=""/movie/Rock-The#tab=summary"">The Rock</a>","$75,000,000"
"<a href=""/movie/50-First-Dates#tab=summary"">50 First Dates</a>","$75,000,000"
"<a href=""/movie/Hairspray-(2007)#tab=summary"">Hairspray</a>","$75,000,000"
"<a href=""/movie/Now-You-See-Me#tab=summary"">Now You See Me</a>","$75,000,000"
"<a href=""/movie/Dreamgirls#tab=summary"">Dreamgirls</a>","$75,000,000"
"<a href=""/movie/Christopher-Robin-(2018)#tab=summary"">Christopher Robin</a>","$75,000,000"
"<a href=""/movie/Inspector-Gadget#tab=summary"">Inspector Gadget</a>","$75,000,000"
"<a href=""/movie/Immortals#tab=summary"">Immortals</a>","$75,000,000"
"<a href=""/movie/Terminal-The#tab=summary"">The Terminal</a>","$75,000,000"
"<a href=""/movie/Constantine#tab=summary"">Constantine</a>","$75,000,000"
"<a href=""/movie/Monster-House#tab=summary"">Monster House</a>","$75,000,000"
"<a href=""/movie/Vertical-Limit#tab=summary"">Vertical Limit</a>","$75,000,000"
"<a href=""/movie/Charlie-Wilsons-War#tab=summary"">Charlie Wilson's War</a>","$75,000,000"
"<a href=""/movie/Life-(1999)#tab=summary"">Life</a>","$75,000,000"
"<a href=""/movie/Be-Cool#tab=summary"">Be Cool</a>","$75,000,000"
"<a href=""/movie/Munich#tab=summary"">Munich</a>","$75,000,000"
"<a href=""/movie/Killers#tab=summary"">Killers</a>","$75,000,000"
"<a href=""/movie/Man-From-U-N-C-L-E-The#tab=summary"">The Man From U.N.C.L.E.</a>","$75,000,000"
"<a href=""/movie/Tears-of-the-Sun#tab=summary"">Tears of the Sun</a>","$75,000,000"
"<a href=""/movie/Lady-in-the-Water#tab=summary"">Lady in the Water</a>","$75,000,000"
"<a href=""/movie/Spanglish#tab=summary"">Spanglish</a>","$75,000,000"
"<a href=""/movie/Bandits-(2001)#tab=summary"">Bandits</a>","$75,000,000"
"<a href=""/movie/Anna-and-the-King#tab=summary"">Anna and the King</a>","$75,000,000"
"<a href=""/movie/First-Knight#tab=summary"">First Knight</a>","$75,000,000"
"<a href=""/movie/Suckerpunch#tab=summary"">Sucker Punch</a>","$75,000,000"
"<a href=""/movie/Hostage#tab=summary"">Hostage</a>","$75,000,000"
"<a href=""/movie/Inferno#tab=summary"">Inferno</a>","$75,000,000"
"<a href=""/movie/Hollywood-Homicide#tab=summary"">Hollywood Homicide</a>","$75,000,000"
"<a href=""/movie/Titan-A-E#tab=summary"">Titan A.E.</a>","$75,000,000"
"<a href=""/movie/Flight-of-the-Phoenix#tab=summary"">Flight of the Phoenix</a>","$75,000,000"
"<a href=""/movie/Soldier#tab=summary"">Soldier</a>","$75,000,000"
"<a href=""/movie/Virus#tab=summary"">Virus</a>","$75,000,000"
"<a href=""/movie/Monkeybone#tab=summary"">Monkeybone</a>","$75,000,000"
"<a href=""/movie/Playmobil-(2019)#tab=summary"">PLAYMOBIL</a>","$75,000,000"
"<a href=""/movie/355#tab=summary"">355</a>","$75,000,000"
"<a href=""/movie/Birds-of-Prey-(And-the-Fantabulous-Emancipation-of-One-Harley-Quinn)-(2020)#tab=summary"">Birds of Prey (And the Fantabulous Emancipation…</a>","$75,000,000"
"<a href=""/movie/Minions#tab=summary"">Minions</a>","$74,000,000"
"<a href=""/movie/SpongeBob-Movie-Sponge-Out-of-Water-The#tab=summary"">The SpongeBob Movie: Sponge Out of Water</a>","$74,000,000"
"<a href=""/movie/Unbreakable#tab=summary"">Unbreakable</a>","$73,243,106"
"<a href=""/movie/Talladega-Nights-The-Ballad-of-Ricky-Bobby#tab=summary"">Talladega Nights: The Ballad of Ricky Bobby</a>","$73,000,000"
"<a href=""/movie/Angry-Birds-Movie-The#tab=summary"">The Angry Birds Movie</a>","$73,000,000"
"<a href=""/movie/Snake-Eyes#tab=summary"">Snake Eyes</a>","$73,000,000"
"<a href=""/movie/Sphere#tab=summary"">Sphere</a>","$73,000,000"
"<a href=""/movie/Simpsons-Movie-The#tab=summary"">The Simpsons Movie</a>","$72,500,000"
"<a href=""/movie/Fools-Gold#tab=summary"">Fool's Gold</a>","$72,500,000"
"<a href=""/movie/Funny-People#tab=summary"">Funny People</a>","$72,500,000"
"<a href=""/movie/Kingdom-The#tab=summary"">The Kingdom</a>","$72,500,000"
"<a href=""/movie/Dr-Dolittle-2#tab=summary"">Dr. Dolittle 2</a>","$72,000,000"
"<a href=""/movie/Braveheart#tab=summary"">Braveheart</a>","$72,000,000"
"<a href=""/movie/Jarhead#tab=summary"">Jarhead</a>","$72,000,000"
"<a href=""/movie/Driven#tab=summary"">Driven</a>","$72,000,000"
"<a href=""/movie/Majestic-The#tab=summary"">The Majestic</a>","$72,000,000"
"<a href=""/movie/Two-Brothers#tab=summary"">Two Brothers</a>","$72,000,000"
"<a href=""/movie/Village-The#tab=summary"">The Village</a>","$71,682,975"
"<a href=""/movie/Doctor-Dolittle-(1998)#tab=summary"">Doctor Dolittle</a>","$71,500,000"
"<a href=""/movie/Signs#tab=summary"">Signs</a>","$70,702,619"
"<a href=""/movie/Shrek-2#tab=summary"">Shrek 2</a>","$70,000,000"
"<a href=""/movie/Cars#tab=summary"">Cars</a>","$70,000,000"
"<a href=""/movie/Alvin-and-the-Chipmunks-The-Squeakquel#tab=summary"">Alvin and the Chipmunks: The Squeakquel</a>","$70,000,000"
"<a href=""/movie/It-Chapter-Two-(2019)#tab=summary"">It: Chapter Two</a>","$70,000,000"
"<a href=""/movie/Who-Framed-Roger-Rabbit#tab=summary"">Who Framed Roger Rabbit?</a>","$70,000,000"
"<a href=""/movie/Runaway-Bride#tab=summary"">Runaway Bride</a>","$70,000,000"
"<a href=""/movie/xXx#tab=summary"">xXx</a>","$70,000,000"
"<a href=""/movie/Oceans-8-(2018)#tab=summary"">Oceanâs 8</a>","$70,000,000"
"<a href=""/movie/Ransom#tab=summary"">Ransom</a>","$70,000,000"
"<a href=""/movie/Inglourious-Basterds#tab=summary"">Inglourious Basterds</a>","$70,000,000"
"<a href=""/movie/Hook#tab=summary"">Hook</a>","$70,000,000"
"<a href=""/movie/Die-Hard-2#tab=summary"">Die Hard 2</a>","$70,000,000"
"<a href=""/movie/S-W-A-T#tab=summary"">S.W.A.T.</a>","$70,000,000"
"<a href=""/movie/Daddys-Home-2#tab=summary"">Daddyâs Home 2</a>","$70,000,000"
"<a href=""/movie/Sleepy-Hollow#tab=summary"">Sleepy Hollow</a>","$70,000,000"
"<a href=""/movie/Vanilla-Sky#tab=summary"">Vanilla Sky</a>","$70,000,000"
"<a href=""/movie/Hercules-(1997)#tab=summary"">Hercules</a>","$70,000,000"
"<a href=""/movie/Olympus-Has-Fallen#tab=summary"">Olympus Has Fallen</a>","$70,000,000"
"<a href=""/movie/Battle-Los-Angeles#tab=summary"">Battle: Los Angeles</a>","$70,000,000"
"<a href=""/movie/AVP-Alien-Vs-Predator#tab=summary"">AVP: Alien Vs. Predator</a>","$70,000,000"
"<a href=""/movie/War-Horse#tab=summary"">War Horse</a>","$70,000,000"
"<a href=""/movie/We-Were-Soldiers#tab=summary"">We Were Soldiers</a>","$70,000,000"
"<a href=""/movie/Monuments-Men-The#tab=summary"">The Monuments Men</a>","$70,000,000"
"<a href=""/movie/Storks#tab=summary"">Storks</a>","$70,000,000"
"<a href=""/movie/Star-Trek-Insurrection#tab=summary"">Star Trek: Insurrection</a>","$70,000,000"
"<a href=""/movie/Big-Fish#tab=summary"">Big Fish</a>","$70,000,000"
"<a href=""/movie/Wolf#tab=summary"">Wolf</a>","$70,000,000"
"<a href=""/movie/Underworld-4#tab=summary"">Underworld: Awakening</a>","$70,000,000"
"<a href=""/movie/Lego-Ninjago-Movie-The#tab=summary"">The Lego Ninjago Movie</a>","$70,000,000"
"<a href=""/movie/Dracula-Untold#tab=summary"">Dracula Untold</a>","$70,000,000"
"<a href=""/movie/Guardian-The-(2006)#tab=summary"">The Guardian</a>","$70,000,000"
"<a href=""/movie/Abyss-The#tab=summary"">The Abyss</a>","$70,000,000"
"<a href=""/movie/Wall-Street-2-Money-Never-Sleeps#tab=summary"">Wall Street 2: Money Never Sleeps</a>","$70,000,000"
"<a href=""/movie/Dilemma-The#tab=summary"">The Dilemma</a>","$70,000,000"
"<a href=""/movie/Rumor-Has-It#tab=summary"">Rumor Has It</a>","$70,000,000"
"<a href=""/movie/Siege-The#tab=summary"">The Siege</a>","$70,000,000"
"<a href=""/movie/Stardust#tab=summary"">Stardust</a>","$70,000,000"
"<a href=""/movie/Rock-of-Ages#tab=summary"">Rock of Ages</a>","$70,000,000"
"<a href=""/movie/Seven-Years-in-Tibet#tab=summary"">Seven Years in Tibet</a>","$70,000,000"
"<a href=""/movie/Sky-Captain-and-the-World-of-Tomorrow#tab=summary"">Sky Captain and the World of Tomorrow</a>","$70,000,000"
"<a href=""/movie/Brave-One-The#tab=summary"">The Brave One</a>","$70,000,000"
"<a href=""/movie/I-Spy#tab=summary"">I Spy</a>","$70,000,000"
"<a href=""/movie/Bad-Company-(2002)#tab=summary"">Bad Company</a>","$70,000,000"
"<a href=""/movie/Doom#tab=summary"">Doom</a>","$70,000,000"
"<a href=""/movie/Finest-Hours-The#tab=summary"">The Finest Hours</a>","$70,000,000"
"<a href=""/movie/Escape-Plan#tab=summary"">Escape Plan</a>","$70,000,000"
"<a href=""/movie/Killer-Elite#tab=summary"">Killer Elite</a>","$70,000,000"
"<a href=""/movie/Hard-Rain#tab=summary"">Hard Rain</a>","$70,000,000"
"<a href=""/movie/Harts-War#tab=summary"">Hart's War</a>","$70,000,000"
"<a href=""/movie/Rollerball#tab=summary"">Rollerball</a>","$70,000,000"
"<a href=""/movie/Legend-of-Hercules-The#tab=summary"">The Legend of Hercules</a>","$70,000,000"
"<a href=""/movie/Next-(2007)#tab=summary"">Next</a>","$70,000,000"
"<a href=""/movie/Ballistic-Ecks-vs-Sever#tab=summary"">Ballistic: Ecks vs. Sever</a>","$70,000,000"
"<a href=""/movie/Osmosis-Jones#tab=summary"">Osmosis Jones</a>","$70,000,000"
"<a href=""/movie/Legends-of-Oz-Dorothy-s-Return#tab=summary"">Legends of Oz: Dorothyâs Return</a>","$70,000,000"
"<a href=""/movie/Blackhat#tab=summary"">Blackhat</a>","$70,000,000"
"<a href=""/movie/Basic-Instinct-2#tab=summary"">Basic Instinct 2</a>","$70,000,000"
"<a href=""/movie/Agora#tab=summary"">Agora</a>","$70,000,000"
"<a href=""/movie/Despicable-Me#tab=summary"">Despicable Me</a>","$69,000,000"
"<a href=""/movie/Dinner-for-Schmucks#tab=summary"">Dinner for Schmucks</a>","$69,000,000"
"<a href=""/movie/Red-Sparrow#tab=summary"">Red Sparrow</a>","$69,000,000"
"<a href=""/movie/Twilight-Saga-Eclipse-The#tab=summary"">The Twilight Saga: Eclipse</a>","$68,000,000"
"<a href=""/movie/Sum-of-All-Fears-The#tab=summary"">The Sum of All Fears</a>","$68,000,000"
"<a href=""/movie/Ted-2#tab=summary"">Ted 2</a>","$68,000,000"
"<a href=""/movie/Score-The#tab=summary"">The Score</a>","$68,000,000"
"<a href=""/movie/Hall-Pass#tab=summary"">Hall Pass</a>","$68,000,000"
"<a href=""/movie/Money-Train#tab=summary"">Money Train</a>","$68,000,000"
"<a href=""/movie/Dreamcatcher#tab=summary"">Dreamcatcher</a>","$68,000,000"
"<a href=""/movie/Mystery-Men#tab=summary"">Mystery Men</a>","$68,000,000"
"<a href=""/movie/Insider-The#tab=summary"">The Insider</a>","$68,000,000"
"<a href=""/movie/Downsizing#tab=summary"">Downsizing</a>","$68,000,000"
"<a href=""/movie/Lorax-The#tab=summary"">Doctor Seuss' The Lorax</a>","$67,500,000"
"<a href=""/movie/Body-of-Lies#tab=summary"">Body of Lies</a>","$67,500,000"
"<a href=""/movie/Abraham-Lincoln-Vampire-Hunter#tab=summary"">Abraham Lincoln: Vampire Hunter</a>","$67,500,000"
"<a href=""/movie/Last-Man-Standing#tab=summary"">Last Man Standing</a>","$67,000,000"
"<a href=""/movie/Last-Legion-The#tab=summary"">The Last Legion</a>","$67,000,000"
"<a href=""/movie/Entrapment#tab=summary"">Entrapment</a>","$66,000,000"
"<a href=""/movie/X-Files-Fight-the-Future-The#tab=summary"">The X Files: Fight the Future</a>","$66,000,000"
"<a href=""/movie/Need-for-Speed#tab=summary"">Need for Speed</a>","$66,000,000"
"<a href=""/movie/Saving-Private-Ryan#tab=summary"">Saving Private Ryan</a>","$65,000,000"
"<a href=""/movie/What-Women-Want#tab=summary"">What Women Want</a>","$65,000,000"
"<a href=""/movie/Lincoln#tab=summary"">Lincoln</a>","$65,000,000"
"<a href=""/movie/Ice-Age#tab=summary"">Ice Age</a>","$65,000,000"
"<a href=""/movie/Apollo-13#tab=summary"">Apollo 13</a>","$65,000,000"
"<a href=""/movie/Matrix-The#tab=summary"">The Matrix</a>","$65,000,000"
"<a href=""/movie/Hotel-Transylvania-3-Summer-Vacation#tab=summary"">Hotel Transylvania 3: Summer Vacation</a>","$65,000,000"
"<a href=""/movie/Miserables-Les-(2012)#tab=summary"">Les MisÃ©rables</a>","$65,000,000"
"<a href=""/movie/Santa-Clause-2-The#tab=summary"">The Santa Clause 2</a>","$65,000,000"
"<a href=""/movie/Total-Recall#tab=summary"">Total Recall</a>","$65,000,000"
"<a href=""/movie/Youve-Got-Mail#tab=summary"">You've Got Mail</a>","$65,000,000"
"<a href=""/movie/Unbroken#tab=summary"">Unbroken</a>","$65,000,000"
"<a href=""/movie/Spy#tab=summary"">Spy!</a>","$65,000,000"
"<a href=""/movie/Due-Date#tab=summary"">Due Date</a>","$65,000,000"
"<a href=""/movie/Step-Brothers#tab=summary"">Step Brothers</a>","$65,000,000"
"<a href=""/movie/Jumanji#tab=summary"">Jumanji</a>","$65,000,000"
"<a href=""/movie/Mask-of-Zorro-The#tab=summary"">The Mask of Zorro</a>","$65,000,000"
"<a href=""/movie/Space-Cowboys#tab=summary"">Space Cowboys</a>","$65,000,000"
"<a href=""/movie/Annie-(2014)#tab=summary"">Annie</a>","$65,000,000"
"<a href=""/movie/Cliffhanger#tab=summary"">Cliffhanger</a>","$65,000,000"
"<a href=""/movie/Petes-Dragon-(2016)#tab=summary"">Peteâs Dragon</a>","$65,000,000"
"<a href=""/movie/Broken-Arrow-(1996)#tab=summary"">Broken Arrow</a>","$65,000,000"
"<a href=""/movie/World-Trade-Center#tab=summary"">World Trade Center</a>","$65,000,000"
"<a href=""/movie/Kid-The#tab=summary"">The Kid</a>","$65,000,000"
"<a href=""/movie/Mona-Lisa-Smile#tab=summary"">Mona Lisa Smile</a>","$65,000,000"
"<a href=""/movie/Dictator-The#tab=summary"">The Dictator</a>","$65,000,000"
"<a href=""/movie/Eyes-Wide-Shut#tab=summary"">Eyes Wide Shut</a>","$65,000,000"
"<a href=""/movie/This-Means-War#tab=summary"">This Means War</a>","$65,000,000"
"<a href=""/movie/Focus-(2015)#tab=summary"">Focus</a>","$65,000,000"
"<a href=""/movie/Blade-Trinity#tab=summary"">Blade: Trinity</a>","$65,000,000"
"<a href=""/movie/Red-Dawn-(2010)#tab=summary"">Red Dawn</a>","$65,000,000"
"<a href=""/movie/We-Are-Marshall#tab=summary"">We Are Marshall</a>","$65,000,000"
"<a href=""/movie/Everest-(2015)#tab=summary"">Everest</a>","$65,000,000"
"<a href=""/movie/Resident-Evil-Retribution#tab=summary"">Resident Evil: Retribution</a>","$65,000,000"
"<a href=""/movie/Angry-Birds-Movie-2-The-(2019)#tab=summary"">The Angry Birds Movie 2</a>","$65,000,000"
"<a href=""/movie/Primary-Colors#tab=summary"">Primary Colors</a>","$65,000,000"
"<a href=""/movie/Fight-Club#tab=summary"">Fight Club</a>","$65,000,000"
"<a href=""/movie/Death-Race#tab=summary"">Death Race</a>","$65,000,000"
"<a href=""/movie/Long-Kiss-Goodnight-The#tab=summary"">The Long Kiss Goodnight</a>","$65,000,000"
"<a href=""/movie/Proof-of-Life#tab=summary"">Proof of Life</a>","$65,000,000"
"<a href=""/movie/Zathura#tab=summary"">Zathura</a>","$65,000,000"
"<a href=""/movie/Missing-The-(2003)#tab=summary"">The Missing</a>","$65,000,000"
"<a href=""/movie/Elektra#tab=summary"">Elektra</a>","$65,000,000"
"<a href=""/movie/Astro-Boy#tab=summary"">Astro Boy</a>","$65,000,000"
"<a href=""/movie/I-Frankenstein#tab=summary"">I, Frankenstein</a>","$65,000,000"
"<a href=""/movie/Hudson-Hawk#tab=summary"">Hudson Hawk</a>","$65,000,000"
"<a href=""/movie/Sin-City-A-Dame-to-Kill-For#tab=summary"">Sin City: A Dame to Kill For</a>","$65,000,000"
"<a href=""/movie/Underwater-(2020)#tab=summary"">Underwater</a>","$65,000,000"
"<a href=""/movie/Live-by-Night#tab=summary"">Live by Night</a>","$65,000,000"
"<a href=""/movie/Lucky-Numbers#tab=summary"">Lucky Numbers</a>","$65,000,000"
