Movie_Title,Budgets
"<a href=""/movie/How-to-Train-Your-Dragon-The-Hidden-World-(2019)#tab=summary"">How to Train Your Dragon: The Hidden World</a>","$129,000,000"
"<a href=""/movie/Twilight-Saga-Breaking-Dawn-Part-1-The#tab=summary"">The Twilight Saga: Breaking Dawn, Part 1</a>","$127,500,000"
"<a href=""/movie/Dinosaur#tab=summary"">Dinosaur</a>","$127,500,000"
"<a href=""/movie/Logan-(2017)#tab=summary"">Logan</a>","$127,000,000"
"<a href=""/movie/Night-at-the-Museum-Secret-of-the-Tomb#tab=summary"">Night at the Museum: Secret of the Tomb</a>","$127,000,000"
"<a href=""/movie/Harry-Potter-and-the-Deathly-Hallows-Part-II#tab=summary"">Harry Potter and the Deathly Hallows: Part II</a>","$125,000,000"
"<a href=""/movie/Hunger-Games-Mockingjay-Part-1-The#tab=summary"">The Hunger Games: Mockingjay - Part 1</a>","$125,000,000"
"<a href=""/movie/Harry-Potter-and-the-Sorcerers-Stone#tab=summary"">Harry Potter and the Sorcererâs Stone</a>","$125,000,000"
"<a href=""/movie/Harry-Potter-and-the-Deathly-Hallows-Part-I#tab=summary"">Harry Potter and the Deathly Hallows: Part I</a>","$125,000,000"
"<a href=""/movie/Jumanji-The-Next-Level#tab=summary"">Jumanji: The Next Level</a>","$125,000,000"
"<a href=""/movie/Da-Vinci-Code-The#tab=summary"">The Da Vinci Code</a>","$125,000,000"
"<a href=""/movie/X-Men-2-(2003)#tab=summary"">X-Men 2</a>","$125,000,000"
"<a href=""/movie/Fast-Five#tab=summary"">Fast Five</a>","$125,000,000"
"<a href=""/movie/Teenage-Mutant-Ninja-Turtles-(2014)#tab=summary"">Teenage Mutant Ninja Turtles</a>","$125,000,000"
"<a href=""/movie/Sherlock-Holmes-A-Game-of-Shadows#tab=summary"">Sherlock Holmes: A Game of Shadows</a>","$125,000,000"
"<a href=""/movie/Day-After-Tomorrow-The#tab=summary"">The Day After Tomorrow</a>","$125,000,000"
"<a href=""/movie/Boss-Baby-The#tab=summary"">The Boss Baby</a>","$125,000,000"
"<a href=""/movie/Clash-of-the-Titans-(2010)#tab=summary"">Clash of the Titans</a>","$125,000,000"
"<a href=""/movie/Trolls#tab=summary"">Trolls</a>","$125,000,000"
"<a href=""/movie/Godzilla#tab=summary"">Godzilla</a>","$125,000,000"
"<a href=""/movie/Prometheus#tab=summary"">Prometheus</a>","$125,000,000"
"<a href=""/movie/Bourne-Legacy-The#tab=summary"">The Bourne Legacy</a>","$125,000,000"
"<a href=""/movie/Batman-and-Robin#tab=summary"">Batman &amp; Robin</a>","$125,000,000"
"<a href=""/movie/Skyscraper#tab=summary"">Skyscraper</a>","$125,000,000"
"<a href=""/movie/Total-Recall-(Remake)#tab=summary"">Total Recall</a>","$125,000,000"
"<a href=""/movie/Assassins-Creed#tab=summary"">Assassinâs Creed</a>","$125,000,000"
"<a href=""/movie/Monster-Trucks#tab=summary"">Monster Trucks</a>","$125,000,000"
"<a href=""/movie/13th-Warrior-The#tab=summary"">The 13th Warrior</a>","$125,000,000"
"<a href=""/movie/How-the-Grinch-Stole-Christmas-(2000)#tab=summary"">How the Grinch Stole Christmas</a>","$123,000,000"
"<a href=""/movie/Mission-Impossible-2#tab=summary"">Mission: Impossible 2</a>","$120,000,000"
"<a href=""/movie/Perfect-Storm-The#tab=summary"">The Perfect Storm</a>","$120,000,000"
"<a href=""/movie/Jason-Bourne#tab=summary"">Jason Bourne</a>","$120,000,000"
"<a href=""/movie/Fantastic-Four-Rise-of-the-Silver-Surfer#tab=summary"">Fantastic Four: Rise of the Silver Surfer</a>","$120,000,000"
"<a href=""/movie/Life-of-Pi#tab=summary"">Life of Pi</a>","$120,000,000"
"<a href=""/movie/Ghost-Rider#tab=summary"">Ghost Rider</a>","$120,000,000"
"<a href=""/movie/Rampage-(2018)#tab=summary"">Rampage</a>","$120,000,000"
"<a href=""/movie/Charlies-Angels-Full-Throttle#tab=summary"">Charlie's Angels: Full Throttle</a>","$120,000,000"
"<a href=""/movie/Elysium#tab=summary"">Elysium</a>","$120,000,000"
"<a href=""/movie/Oblivion-(2013)#tab=summary"">Oblivion</a>","$120,000,000"
"<a href=""/movie/Power-Rangers-(2017)#tab=summary"">Power Rangers</a>","$120,000,000"
"<a href=""/movie/Stuart-Little-2#tab=summary"">Stuart Little 2</a>","$120,000,000"
"<a href=""/movie/RoboCop-(2013)#tab=summary"">RoboCop</a>","$120,000,000"
"<a href=""/movie/Chronicles-of-Riddick-The#tab=summary"">The Chronicles of Riddick</a>","$120,000,000"
"<a href=""/movie/Fantastic-Four-The-(2015)#tab=summary"">The Fantastic Four</a>","$120,000,000"
"<a href=""/movie/Speed-Racer#tab=summary"">Speed Racer</a>","$120,000,000"
"<a href=""/movie/Island-The-(2005)#tab=summary"">The Island</a>","$120,000,000"
"<a href=""/movie/How-Do-You-Know#tab=summary"">How Do You Know?</a>","$120,000,000"
"<a href=""/movie/Knight-and-Day#tab=summary"">Knight and Day</a>","$117,000,000"
"<a href=""/movie/Venom-(2018)#tab=summary"">Venom</a>","$116,000,000"
"<a href=""/movie/Star-Wars-Ep-I-The-Phantom-Menace#tab=summary"">Star Wars Ep. I: The Phantom Menace</a>","$115,000,000"
"<a href=""/movie/Star-Wars-Ep-III-Revenge-of-the-Sith#tab=summary"">Star Wars Ep. III: Revenge of the Sith</a>","$115,000,000"
"<a href=""/movie/Star-Wars-Ep-II-Attack-of-the-Clones#tab=summary"">Star Wars Ep. II: Attack of the Clones</a>","$115,000,000"
"<a href=""/movie/Monsters-Inc#tab=summary"">Monsters, Inc.</a>","$115,000,000"
"<a href=""/movie/Wolverine-The#tab=summary"">The Wolverine</a>","$115,000,000"
"<a href=""/movie/Dantes-Peak#tab=summary"">Dante's Peak</a>","$115,000,000"
"<a href=""/movie/Huntsman-Winters-War-The#tab=summary"">The Huntsman: Winterâs War</a>","$115,000,000"
"<a href=""/movie/Windtalkers#tab=summary"">Windtalkers</a>","$115,000,000"
"<a href=""/movie/Asterix-aux-Jeux-Olympiques#tab=summary"">AstÃ©rix aux Jeux Olympiques</a>","$113,500,000"
"<a href=""/movie/Gullivers-Travels-(2010)#tab=summary"">Gulliver's Travels</a>","$112,000,000"
"<a href=""/movie/Ferdinand#tab=summary"">Ferdinand</a>","$111,000,000"
"<a href=""/movie/Deadpool-2#tab=summary"">Deadpool 2</a>","$110,000,000"
"<a href=""/movie/Gravity#tab=summary"">Gravity</a>","$110,000,000"
"<a href=""/movie/Night-at-the-Museum#tab=summary"">Night at the Museum</a>","$110,000,000"
"<a href=""/movie/Mr-and-Mrs-Smith#tab=summary"">Mr. and Mrs. Smith</a>","$110,000,000"
"<a href=""/movie/San-Andreas#tab=summary"">San Andreas</a>","$110,000,000"
"<a href=""/movie/Smurfs-The#tab=summary"">The Smurfs</a>","$110,000,000"
"<a href=""/movie/Live-Free-or-Die-Hard#tab=summary"">Live Free or Die Hard</a>","$110,000,000"
"<a href=""/movie/Divergent-Series-Insurgent-The#tab=summary"">The Divergent Series: Insurgent</a>","$110,000,000"
"<a href=""/movie/Oceans-Twelve#tab=summary"">Ocean's Twelve</a>","$110,000,000"
"<a href=""/movie/Tomorrow-Never-Dies#tab=summary"">Tomorrow Never Dies</a>","$110,000,000"
"<a href=""/movie/Patriot-The#tab=summary"">The Patriot</a>","$110,000,000"
"<a href=""/movie/300-Rise-of-an-Empire#tab=summary"">300: Rise of an Empire</a>","$110,000,000"
"<a href=""/movie/Aviator-The#tab=summary"">The Aviator</a>","$110,000,000"
"<a href=""/movie/Passengers-(2015)#tab=summary"">Passengers</a>","$110,000,000"
"<a href=""/movie/Green-Hornet-The#tab=summary"">The Green Hornet</a>","$110,000,000"
"<a href=""/movie/Miss-Peregrines-Home-for-Peculiar-Children#tab=summary"">Miss Peregrineâs Home for Peculiar Children</a>","$110,000,000"
"<a href=""/movie/Real-Steel#tab=summary"">Real Steel</a>","$110,000,000"
"<a href=""/movie/Men-in-Black-International-(2019)#tab=summary"">Men in Black: International</a>","$110,000,000"
"<a href=""/movie/A-Team-The#tab=summary"">The A-Team</a>","$110,000,000"
"<a href=""/movie/Smurfs-2-The#tab=summary"">The Smurfs 2</a>","$110,000,000"
"<a href=""/movie/Divergent-Series-Allegiant-The#tab=summary"">The Divergent Series: Allegiant</a>","$110,000,000"
"<a href=""/movie/Taking-of-Pelham-123-The#tab=summary"">The Taking of Pelham 123</a>","$110,000,000"
"<a href=""/movie/Enders-Game#tab=summary"">Ender's Game</a>","$110,000,000"
"<a href=""/movie/Home-on-the-Range#tab=summary"">Home on the Range</a>","$110,000,000"
"<a href=""/movie/Speed-2-Cruise-Control#tab=summary"">Speed 2: Cruise Control</a>","$110,000,000"
"<a href=""/movie/Kingdom-of-Heaven#tab=summary"">Kingdom of Heaven</a>","$110,000,000"
"<a href=""/movie/Ghost-in-the-Shell#tab=summary"">Ghost in the Shell</a>","$110,000,000"
"<a href=""/movie/Around-the-World-in-80-Days-(2004)#tab=summary"">Around the World in 80 Days</a>","$110,000,000"
"<a href=""/movie/Lord-of-the-Rings-The-Fellowship-of-the-Ring-The#tab=summary"">The Lord of the Rings: The Fellowship of the Ring</a>","$109,000,000"
"<a href=""/movie/Cat-in-the-Hat-The#tab=summary"">The Cat in the Hat</a>","$109,000,000"
"<a href=""/movie/Ali#tab=summary"">Ali</a>","$109,000,000"
"<a href=""/movie/Martian-The#tab=summary"">The Martian</a>","$108,000,000"
"<a href=""/movie/Allied#tab=summary"">Allied</a>","$106,000,000"
"<a href=""/movie/I-Robot#tab=summary"">I, Robot</a>","$105,000,000"
"<a href=""/movie/Stuart-Little#tab=summary"">Stuart Little</a>","$105,000,000"
"<a href=""/movie/Princess-and-the-Frog-The#tab=summary"">The Princess and the Frog</a>","$105,000,000"
"<a href=""/movie/10-000-B-C#tab=summary"">10,000 B.C.</a>","$105,000,000"
"<a href=""/movie/Ice-Age-Collision-Course#tab=summary"">Ice Age: Collision Course</a>","$105,000,000"
"<a href=""/movie/Town-and-Country#tab=summary"">Town &amp; Country</a>","$105,000,000"
"<a href=""/movie/Kingsman-The-Golden-Circle#tab=summary"">Kingsman: The Golden Circle</a>","$104,000,000"
"<a href=""/movie/Gone-in-60-Seconds#tab=summary"">Gone in 60 Seconds</a>","$103,300,000"
"<a href=""/movie/Gladiator-(2000)#tab=summary"">Gladiator</a>","$103,000,000"
"<a href=""/movie/Hangover-3-The#tab=summary"">The Hangover 3</a>","$103,000,000"
"<a href=""/movie/Wrinkle-in-Time-A-(2018)#tab=summary"">A Wrinkle in Time</a>","$103,000,000"
"<a href=""/movie/Public-Enemies#tab=summary"">Public Enemies</a>","$102,500,000"
"<a href=""/movie/Casino-Royale-(2006)#tab=summary"">Casino Royale</a>","$102,000,000"
"<a href=""/movie/Minority-Report#tab=summary"">Minority Report</a>","$102,000,000"
"<a href=""/movie/Bumblebee#tab=summary"">Bumblebee</a>","$102,000,000"
"<a href=""/movie/Cloud-Atlas#tab=summary"">Cloud Atlas</a>","$102,000,000"
"<a href=""/movie/Harry-Potter-and-the-Chamber-of-Secrets#tab=summary"">Harry Potter and the Chamber of Secrets</a>","$100,000,000"
"<a href=""/movie/Terminator-2-Judgment-Day#tab=summary"">Terminator 2: Judgment Day</a>","$100,000,000"
"<a href=""/movie/Batman-Forever-(1995)#tab=summary"">Batman Forever</a>","$100,000,000"
"<a href=""/movie/Planet-of-the-Apes-(2001)#tab=summary"">Planet of the Apes</a>","$100,000,000"
"<a href=""/movie/National-Treasure#tab=summary"">National Treasure</a>","$100,000,000"
"<a href=""/movie/Django-Unchained#tab=summary"">Django Unchained</a>","$100,000,000"
"<a href=""/movie/Little-Fockers#tab=summary"">Little Fockers</a>","$100,000,000"
"<a href=""/movie/True-Lies#tab=summary"">True Lies</a>","$100,000,000"
"<a href=""/movie/American-Gangster#tab=summary"">American Gangster</a>","$100,000,000"
"<a href=""/movie/Cloudy-with-a-Chance-of-Meatballs#tab=summary"">Cloudy with a Chance of Meatballs</a>","$100,000,000"
"<a href=""/movie/Other-Guys-The#tab=summary"">The Other Guys</a>","$100,000,000"
"<a href=""/movie/Lemony-Snickets-A-Series-of-Unfortunate-Events#tab=summary"">Lemony Snicket's A Series of Unfortunate Events</a>","$100,000,000"
"<a href=""/movie/Wolf-of-Wall-Street-The#tab=summary"">The Wolf of Wall Street</a>","$100,000,000"
"<a href=""/movie/Epic#tab=summary"">Epic</a>","$100,000,000"
"<a href=""/movie/Eraser#tab=summary"">Eraser</a>","$100,000,000"
"<a href=""/movie/Hunchback-of-Notre-Dame-The#tab=summary"">The Hunchback of Notre Dame</a>","$100,000,000"
"<a href=""/movie/Emperors-New-Groove-The#tab=summary"">The Emperor's New Groove</a>","$100,000,000"
"<a href=""/movie/Expendables-2-The#tab=summary"">The Expendables 2</a>","$100,000,000"
"<a href=""/movie/1917-(2019)#tab=summary"">1917</a>","$100,000,000"
"<a href=""/movie/Where-the-Wild-Things-Are#tab=summary"">Where the Wild Things Are</a>","$100,000,000"
"<a href=""/movie/Eragon#tab=summary"">Eragon</a>","$100,000,000"
"<a href=""/movie/Hercules-(2014)#tab=summary"">Hercules</a>","$100,000,000"
"<a href=""/movie/Tourist-The#tab=summary"">The Tourist</a>","$100,000,000"
"<a href=""/movie/End-of-Days#tab=summary"">End of Days</a>","$100,000,000"
"<a href=""/movie/Stepford-Wives-The-(2004)#tab=summary"">The Stepford Wives</a>","$100,000,000"
"<a href=""/movie/Surfs-Up#tab=summary"">Surf's Up</a>","$100,000,000"
"<a href=""/movie/Blood-Diamond#tab=summary"">Blood Diamond</a>","$100,000,000"
"<a href=""/movie/Midway-(2019)#tab=summary"">Midway</a>","$100,000,000"
"<a href=""/movie/Legend-of-the-Guardians-The-Owls-of-GaHoole#tab=summary"">Legend of the Guardians: The Owls of Ga'Hoole</a>","$100,000,000"
"<a href=""/movie/Starship-Troopers#tab=summary"">Starship Troopers</a>","$100,000,000"
"<a href=""/movie/Land-of-the-Lost#tab=summary"">Land of the Lost</a>","$100,000,000"
"<a href=""/movie/Peter-Pan-(2003)#tab=summary"">Peter Pan</a>","$100,000,000"
"<a href=""/movie/Wonder-Park-(2019)#tab=summary"">Wonder Park</a>","$100,000,000"
"<a href=""/movie/Catwoman#tab=summary"">Catwoman</a>","$100,000,000"
"<a href=""/movie/Expendables-3-The#tab=summary"">The Expendables 3</a>","$100,000,000"
"<a href=""/movie/Treasure-Planet#tab=summary"">Treasure Planet</a>","$100,000,000"
"<a href=""/movie/Green-Zone#tab=summary"">Green Zone</a>","$100,000,000"
"<a href=""/movie/Geostorm#tab=summary"">Geostorm</a>","$100,000,000"
"<a href=""/movie/Point-Break-(Remake)#tab=summary"">Point Break</a>","$100,000,000"
"<a href=""/movie/In-the-Heart-of-the-Sea#tab=summary"">In the Heart of the Sea</a>","$100,000,000"
"<a href=""/movie/Transcendence#tab=summary"">Transcendence</a>","$100,000,000"
"<a href=""/movie/Son-of-the-Mask#tab=summary"">Son of the Mask</a>","$100,000,000"
"<a href=""/movie/Mortal-Engines-(2018)#tab=summary"">Mortal Engines</a>","$100,000,000"
"<a href=""/movie/Adventures-of-Pluto-Nash-The#tab=summary"">The Adventures of Pluto Nash</a>","$100,000,000"
"<a href=""/movie/Jin-ling-shi-san-chai#tab=summary"">Jin lÃ­ng shÃ­ san chai</a>","$100,000,000"
"<a href=""/movie/Artemis-Fowl-(2020)#tab=summary"">Artemis Fowl</a>","$100,000,000"
"<a href=""/movie/Peanuts-Movie-The#tab=summary"">The Peanuts Movie</a>","$99,000,000"
"<a href=""/movie/Lego-Movie-2-The-Second-Part-The-(2019)#tab=summary"">The LEGO Movie 2: The Second Part</a>","$99,000,000"
"<a href=""/movie/Robin-Hood-(2018)#tab=summary"">Robin Hood</a>","$99,000,000"
"<a href=""/movie/Mummy-Returns-The#tab=summary"">The Mummy Returns</a>","$98,000,000"
"<a href=""/movie/Ford-v-Ferrari-(2019)#tab=summary"">Ford v. Ferrari</a>","$97,600,000"
"<a href=""/movie/Gangs-of-New-York#tab=summary"">Gangs of New York</a>","$97,000,000"
"<a href=""/movie/Alien-Covenant#tab=summary"">Alien: Covenant</a>","$97,000,000"
"<a href=""/movie/Cinderella-(2015)#tab=summary"">Cinderella</a>","$95,000,000"
"<a href=""/movie/Ice-Age-Continental-Drift#tab=summary"">Ice Age: Continental Drift</a>","$95,000,000"
"<a href=""/movie/Black-Hawk-Down#tab=summary"">Black Hawk Down</a>","$95,000,000"
"<a href=""/movie/Sex-and-the-City-2#tab=summary"">Sex and the City 2</a>","$95,000,000"
"<a href=""/movie/Percy-Jackson-and-the-Lightning-Thief#tab=summary"">Percy Jackson &amp; the Olympians: The Lightning Thief</a>","$95,000,000"
"<a href=""/movie/Campaign-The#tab=summary"">The Campaign</a>","$95,000,000"
"<a href=""/movie/Unstoppable#tab=summary"">Unstoppable</a>","$95,000,000"
"<a href=""/movie/Fifth-Element-The#tab=summary"">The Fifth Element</a>","$95,000,000"
"<a href=""/movie/Road-to-El-Dorado-The#tab=summary"">The Road to El Dorado</a>","$95,000,000"
"<a href=""/movie/Lovely-Bones-The#tab=summary"">The Lovely Bones</a>","$95,000,000"
"<a href=""/movie/Ben-Hur-(2016)#tab=summary"">Ben-Hur</a>","$95,000,000"
"<a href=""/movie/Seventh-Son#tab=summary"">Seventh Son</a>","$95,000,000"
"<a href=""/movie/Finding-Nemo#tab=summary"">Finding Nemo</a>","$94,000,000"
"<a href=""/movie/Lord-of-the-Rings-The-Return-of-the-King-The#tab=summary"">The Lord of the Rings: The Return of the King</a>","$94,000,000"
"<a href=""/movie/Lord-of-the-Rings-The-Two-Towers-The#tab=summary"">The Lord of the Rings: The Two Towers</a>","$94,000,000"
"<a href=""/movie/Lara-Croft-Tomb-Raider#tab=summary"">Lara Croft: Tomb Raider</a>","$94,000,000"
"<a href=""/movie/Kingsman-The-Secret-Service#tab=summary"">Kingsman: The Secret Service</a>","$94,000,000"
"<a href=""/movie/Jurassic-Park-3#tab=summary"">Jurassic Park III</a>","$93,000,000"
"<a href=""/movie/Rise-of-the-Planet-of-the-Apes#tab=summary"">Rise of the Planet of the Apes</a>","$93,000,000"
"<a href=""/movie/Spiderwick-Chronicles-The#tab=summary"">The Spiderwick Chronicles</a>","$92,500,000"
"<a href=""/movie/Incredibles-The#tab=summary"">The Incredibles</a>","$92,000,000"
"<a href=""/movie/Die-Hard-5#tab=summary"">A Good Day to Die Hard</a>","$92,000,000"
"<a href=""/movie/Alamo-The-(2004)#tab=summary"">The Alamo</a>","$92,000,000"
"<a href=""/movie/Cutthroat-Island#tab=summary"">Cutthroat Island</a>","$92,000,000"
"<a href=""/movie/Secret-Life-of-Walter-Mitty-The-(2012)#tab=summary"">The Secret Life of Walter Mitty</a>","$91,000,000"
"<a href=""/movie/Jumanji-Welcome-to-the-Jungle#tab=summary"">Jumanji: Welcome to the Jungle</a>","$90,000,000"
"<a href=""/movie/Men-in-Black#tab=summary"">Men in Black</a>","$90,000,000"
"<a href=""/movie/Toy-Story-2#tab=summary"">Toy Story 2</a>","$90,000,000"
"<a href=""/movie/Rush-Hour-2#tab=summary"">Rush Hour 2</a>","$90,000,000"
"<a href=""/movie/Sherlock-Holmes-(2009)#tab=summary"">Sherlock Holmes</a>","$90,000,000"
"<a href=""/movie/Ice-Age-Dawn-of-the-Dinosaurs#tab=summary"">Ice Age: Dawn of the Dinosaurs</a>","$90,000,000"
"<a href=""/movie/Spider-Man-Into-The-Spider-Verse-3D-(2018)#tab=summary"">Spider-Man: Into The Spider-Verse 3D</a>","$90,000,000"
"<a href=""/movie/What-Lies-Beneath#tab=summary"">What Lies Beneath</a>","$90,000,000"
"<a href=""/movie/Rio#tab=summary"">Rio</a>","$90,000,000"
"<a href=""/movie/Once-Upon-a-Time-in-Hollywood-(2019)#tab=summary"">Once Upon a Timeâ¦in Hollywood</a>","$90,000,000"
"<a href=""/movie/Departed-The#tab=summary"">The Departed</a>","$90,000,000"
"<a href=""/movie/Charlies-Angels#tab=summary"">Charlie's Angels</a>","$90,000,000"
"<a href=""/movie/Mulan#tab=summary"">Mulan</a>","$90,000,000"
"<a href=""/movie/Tropic-Thunder#tab=summary"">Tropic Thunder</a>","$90,000,000"
"<a href=""/movie/Girl-with-the-Dragon-Tattoo-The#tab=summary"">The Girl with the Dragon Tattoo</a>","$90,000,000"
"<a href=""/movie/Contact#tab=summary"">Contact</a>","$90,000,000"
"<a href=""/movie/You-Don-t-Mess-With-the-Zohan#tab=summary"">You Don't Mess With the Zohan</a>","$90,000,000"
"<a href=""/movie/Die-Hard-With-a-Vengeance#tab=summary"">Die Hard: With a Vengeance</a>","$90,000,000"
"<a href=""/movie/Magnificent-Seven-The-(2016)#tab=summary"">The Magnificent Seven</a>","$90,000,000"
"<a href=""/movie/Alvin-and-the-Chipmunks-The-Road-Chip#tab=summary"">Alvin and the Chipmunks: The Road Chip</a>","$90,000,000"
"<a href=""/movie/Atlantis-The-Lost-Empire#tab=summary"">Atlantis: The Lost Empire</a>","$90,000,000"
"<a href=""/movie/Valkyrie#tab=summary"">Valkyrie</a>","$90,000,000"
"<a href=""/movie/Pixels#tab=summary"">Pixels</a>","$90,000,000"
"<a href=""/movie/Artificial-Intelligence-AI#tab=summary"">Artificial Intelligence: AI</a>","$90,000,000"
"<a href=""/movie/Haunted-Mansion-The-(2003)#tab=summary"">The Haunted Mansion</a>","$90,000,000"
"<a href=""/movie/Hollow-Man#tab=summary"">Hollow Man</a>","$90,000,000"
"<a href=""/movie/Bad-Boys-For-Life-(Bad-Boys-3)-(2020)#tab=summary"">Bad Boys For Life</a>","$90,000,000"
"<a href=""/movie/Interpreter-The#tab=summary"">The Interpreter</a>","$90,000,000"
"<a href=""/movie/Percy-Jackson-Sea-of-Monsters#tab=summary"">Percy Jackson: Sea of Monsters</a>","$90,000,000"
"<a href=""/movie/Lara-Croft-Tomb-Raider-The-Cradle-of-Life#tab=summary"">Lara Croft: Tomb Raider: The Cradle of Life</a>","$90,000,000"
"<a href=""/movie/Now-You-See-Me-2#tab=summary"">Now You See Me 2</a>","$90,000,000"
"<a href=""/movie/Spy-Game#tab=summary"">Spy Game</a>","$90,000,000"
"<a href=""/movie/Saint-The#tab=summary"">The Saint</a>","$90,000,000"
"<a href=""/movie/Mission-to-Mars#tab=summary"">Mission to Mars</a>","$90,000,000"
"<a href=""/movie/Tomb-Raider-(2018)#tab=summary"">Tomb Raider</a>","$90,000,000"
"<a href=""/movie/Bicentennial-Man#tab=summary"">Bicentennial Man</a>","$90,000,000"
"<a href=""/movie/King-Arthur-(2004)#tab=summary"">King Arthur</a>","$90,000,000"
"<a href=""/movie/Volcano#tab=summary"">Volcano</a>","$90,000,000"
"<a href=""/movie/Devils-Own-The#tab=summary"">The Devil's Own</a>","$90,000,000"
"<a href=""/movie/K-19-The-Widowmaker#tab=summary"">K-19: The Widowmaker</a>","$90,000,000"
"<a href=""/movie/Conan-the-Barbarian(2011)#tab=summary"">Conan the Barbarian</a>","$90,000,000"
"<a href=""/movie/Three-Musketeers-The#tab=summary"">The Three Musketeers</a>","$90,000,000"
"<a href=""/movie/Promise-The-(2017)#tab=summary"">The Promise</a>","$90,000,000"
"<a href=""/movie/Nutcracker-in-3D-The#tab=summary"">The Nutcracker in 3D</a>","$90,000,000"
"<a href=""/movie/Bright-(2017)#tab=summary"">Bright</a>","$90,000,000"
"<a href=""/movie/Sonic-The-Hedgehog-(Japan)-(2020)#tab=summary"">Sonic The Hedgehog</a>","$90,000,000"
"<a href=""/movie/Army-of-the-Dead#tab=summary"">Army of the Dead</a>","$90,000,000"
"<a href=""/movie/Twister#tab=summary"">Twister</a>","$88,000,000"
"<a href=""/movie/Cinderella-Man#tab=summary"">Cinderella Man</a>","$88,000,000"
"<a href=""/movie/Predator-The-(2018)#tab=summary"">The Predator</a>","$88,000,000"
"<a href=""/movie/Fantastic-Four-(2005)#tab=summary"">Fantastic Four</a>","$87,500,000"
"<a href=""/movie/Hannibal#tab=summary"">Hannibal</a>","$87,000,000"
"<a href=""/movie/Seabiscuit#tab=summary"">Seabiscuit</a>","$86,000,000"
"<a href=""/movie/Cast-Away#tab=summary"">Cast Away</a>","$85,000,000"
"<a href=""/movie/Happy-Feet#tab=summary"">Happy Feet</a>","$85,000,000"
"<a href=""/movie/Oceans-Eleven#tab=summary"">Ocean's Eleven</a>","$85,000,000"
"<a href=""/movie/Bourne-Supremacy-The#tab=summary"">The Bourne Supremacy</a>","$85,000,000"
"<a href=""/movie/Air-Force-One#tab=summary"">Air Force One</a>","$85,000,000"
"<a href=""/movie/Fast-and-Furious-(2009)#tab=summary"">Fast &amp; Furious</a>","$85,000,000"
"<a href=""/movie/Horton-Hears-a-Who#tab=summary"">Horton Hears a Who</a>","$85,000,000"
"<a href=""/movie/Divergent#tab=summary"">Divergent</a>","$85,000,000"
"<a href=""/movie/Hotel-Transylvania#tab=summary"">Hotel Transylvania</a>","$85,000,000"
"<a href=""/movie/Shazam-(2019)#tab=summary"">Shazam!</a>","$85,000,000"
"<a href=""/movie/Enchanted#tab=summary"">Enchanted</a>","$85,000,000"
"<a href=""/movie/Safe-House#tab=summary"">Safe House</a>","$85,000,000"
"<a href=""/movie/I-Now-Pronounce-You-Chuck-and-Larry#tab=summary"">I Now Pronounce You Chuck and Larry</a>","$85,000,000"
"<a href=""/movie/Oceans-Thirteen#tab=summary"">Ocean's Thirteen</a>","$85,000,000"
"<a href=""/movie/Its-Complicated#tab=summary"">Itâs Complicated</a>","$85,000,000"
"<a href=""/movie/Enemy-of-the-State#tab=summary"">Enemy of the State</a>","$85,000,000"
"<a href=""/movie/Open-Season-(2006)#tab=summary"">Open Season</a>","$85,000,000"
"<a href=""/movie/Tower-Heist#tab=summary"">Tower Heist</a>","$85,000,000"
"<a href=""/movie/102-Dalmatians#tab=summary"">102 Dalmatians</a>","$85,000,000"
"<a href=""/movie/Mirror-Mirror#tab=summary"">Mirror Mirror</a>","$85,000,000"
"<a href=""/movie/Holiday-The#tab=summary"">The Holiday</a>","$85,000,000"
"<a href=""/movie/Fast-and-the-Furious-Tokyo-Drift-The#tab=summary"">The Fast and the Furious: Tokyo Drift</a>","$85,000,000"
"<a href=""/movie/Memoirs-of-a-Geisha#tab=summary"">Memoirs of a Geisha</a>","$85,000,000"
"<a href=""/movie/Enemy-at-the-Gates#tab=summary"">Enemy at the Gates</a>","$85,000,000"
"<a href=""/movie/Last-Action-Hero#tab=summary"">Last Action Hero</a>","$85,000,000"
"<a href=""/movie/Rundown-The#tab=summary"">The Rundown</a>","$85,000,000"
"<a href=""/movie/Arthur-Christmas#tab=summary"">Arthur Christmas</a>","$85,000,000"
"<a href=""/movie/xXx-Return-of-Xander-Cage#tab=summary"">xXx: Return of Xander Cage</a>","$85,000,000"
"<a href=""/movie/Meet-Joe-Black#tab=summary"">Meet Joe Black</a>","$85,000,000"
"<a href=""/movie/Cats-and-Dogs-The-Revenge-of-Kitty-Galore#tab=summary"">Cats &amp; Dogs: The Revenge of Kitty Galore</a>","$85,000,000"
"<a href=""/movie/Collateral-Damage#tab=summary"">Collateral Damage</a>","$85,000,000"
"<a href=""/movie/Showtime#tab=summary"">Showtime</a>","$85,000,000"
"<a href=""/movie/Judge-Dredd#tab=summary"">Judge Dredd</a>","$85,000,000"
"<a href=""/movie/Zodiac#tab=summary"">Zodiac</a>","$85,000,000"
"<a href=""/movie/Scott-Pilgrim-vs-The-World#tab=summary"">Scott Pilgrim vs. The World</a>","$85,000,000"
"<a href=""/movie/Core-The#tab=summary"">The Core</a>","$85,000,000"
"<a href=""/movie/Fathers-Day#tab=summary"">Father's Day</a>","$85,000,000"
"<a href=""/movie/Greatest-Showman-The#tab=summary"">The Greatest Showman</a>","$84,000,000"
